seqid	protein_class	prot_len	mean_disorder	frac_disordered	has_prd
INT_Woot	INT	332	0.1245	0.0	0
INT_Mdg3	INT	334	0.0841	0.0	0
INT_Blastopia	INT	336	0.1736	0.1071	0
INT_Cer1	INT	347	0.079	0.0	0
INT_Cer3	INT	345	0.1209	0.0	0
INT_Cer2	INT	348	0.1351	0.0	0
INT_Burdock	INT	290	0.1402	0.0	0
INT_Yoyo	INT	300	0.2072	0.1	0
INT_Gypsy	INT	290	0.1158	0.0	0
INT_Gypsyvir	INT	290	0.1362	0.0	0
INT_HMS-Beagle	INT	300	0.14	0.0	0
INT_Springer	INT	290	0.1684	0.0	0
INT_Nomad	INT	301	0.2763	0.2027	0
INT_17.6	INT	299	0.3839	0.4013	0
INT_297	INT	299	0.2509	0.2074	0
INT_Zam	INT	309	0.2829	0.165	0
INT_Tom	INT	299	0.2839	0.2274	0
INT_Tv1	INT	295	0.3054	0.2373	0
INT_Idefix	INT	298	0.206	0.1779	0
INT_Ted	INT	305	0.12	0.0	0
INT_Cigr-1	INT	342	0.3976	0.2515	0
INT_SMRV-H	INT	262	0.0762	0.0	0
INT_FeLV	INT	325	0.0862	0.0	0
INT_RCHO-K1	INT	325	0.1862	0.1385	0
INT_GALV	INT	321	0.0781	0.0	0
INT_BAEVM	INT	320	0.1131	0.0	0
INT_WdSV	INT	311	0.1451	0.0	0
INT_MuLV	INT	325	0.0787	0.0	0
INT_REV	INT	323	0.1152	0.0	0
INT_HERV-E	INT	315	0.1073	0.0	0
INT_RTVL-Ia	INT	282	0.1662	0.0	0
INT_MdEV	INT	323	0.0838	0.0	0
INT_PERV-MSL	INT	322	0.0849	0.0	0
INT_KoRV	INT	321	0.071	0.0	0
AP_31196163	AP	136	0.2437	0.0	0
AP_31232486	AP	135	0.0958	0.0	0
AP_31232862	AP	132	0.121	0.0	0
AP_31230427	AP	138	0.5877	1.0	0
AP_31229813	AP	98	0.2311	0.0	0
AP_Tram	AP	135	0.185	0.0	0
AP_4481821	AP	131	0.2327	0.0	0
AP_Cer12	AP	144	0.2624	0.0	0
AP_Cer11	AP	141	0.2607	0.0	0
AP_Cer8	AP	144	0.2277	0.0	0
AP_Cer9	AP	136	0.3979	0.4779	0
AP_Tnp2	AP	100	0.1519	0.0	0
AP_BARE-1	AP	92	0.5838	1.0	0
AP_Ta1-3	AP	101	0.3705	0.1386	0
AP_Evelknievel	AP	101	0.5143	0.505	0
AP_Melmothbrass	AP	97	0.2302	0.0	0
AP_RIRE1	AP	101	0.2416	0.0	0
AP_Ty5	AP	97	0.5769	0.6392	0
AP_Lusen	AP	102	0.1805	0.0	0
AP_DMV	AP	96	0.087	0.0	0
AP_BSV	AP	97	0.1557	0.0	0
AP_SBV	AP	101	0.118	0.0	0
RT_CopiaSL_03	RT	247	0.0729	0.0	0
RT_CopiaSL_05	RT	245	0.0494	0.0	0
RT_CopiaSL_12	RT	251	0.0739	0.0	0
RT_CopiaSL_13	RT	239	0.0462	0.0	0
RT_CopiaSL_14	RT	239	0.0505	0.0	0
RT_CopiaSL_15	RT	189	0.0745	0.0	0
RT_CopiaSL_16	RT	242	0.0537	0.0	0
RT_CopiaSL_17	RT	243	0.0635	0.0	0
RT_CopiaSL_18	RT	241	0.0538	0.0	0
RT_CopiaSL_19	RT	151	0.102	0.0	0
RT_CopiaSL_20	RT	246	0.0703	0.0	0
RT_CopiaSL_22	RT	244	0.0586	0.0	0
RT_CopiaSL_23	RT	248	0.0603	0.0	0
RT_CopiaSL_24	RT	203	0.0478	0.0	0
RT_CopiaSL_25	RT	248	0.058	0.0	0
RT_CopiaSL_38	RT	205	0.0792	0.0	0
RT_CopiaSL_26	RT	197	0.0971	0.0	0
RT_CopiaSL_27	RT	81	0.0746	0.0	0
RT_CopiaSL_29	RT	245	0.0807	0.0	0
RT_CopiaSL_30	RT	246	0.0944	0.0	0
RT_CopiaSL_32	RT	248	0.0874	0.0	0
RT_CopiaSL_33	RT	249	0.0722	0.0	0
RT_CopiaSL_34	RT	137	0.0876	0.0	0
RT_CopiaSL_35	RT	251	0.063	0.0	0
RT_CopiaSL_37	RT	251	0.0817	0.0	0
RT_CopiaSL_monotypic|Chr01_1s076	RT	245	0.0574	0.0	0
RT_CopiaSL_monotypic|Chr01_1s215	RT	249	0.0475	0.0	0
RT_CopiaSL_monotypic|Chr02_1s25	RT	196	0.1421	0.1071	0
RT_CopiaSL_monotypic|Chr02_2s24	RT	54	0.2015	0.0	0
RT_CopiaSL_monotypic|Chr03_2s19	RT	248	0.055	0.0	0
RT_CopiaSL_monotypic|Chr03_2s27	RT	121	0.0608	0.0	0
RT_CopiaSL_monotypic|Chr03_2s28	RT	187	0.0581	0.0	0
RT_CopiaSL_monotypic|Chr04_2s28	RT	247	0.0437	0.0	0
RT_CopiaSL_monotypic|Chr04_2s41	RT	242	0.046	0.0	0
RT_CopiaSL_monotypic|Chr04_2s44	RT	245	0.079	0.0	0
RT_CopiaSL_monotypic|Chr04_2s50	RT	69	0.1597	0.0	0
RT_CopiaSL_monotypic|Chr04_2s65	RT	120	0.0859	0.0	0
RT_CopiaSL_monotypic|Chr06_2s27	RT	217	0.0595	0.0	0
RT_CopiaSL_monotypic|Chr07_1s01	RT	174	0.076	0.0	0
RT_CopiaSL_monotypic|Chr08_1s11	RT	189	0.1102	0.0	0
RT_CopiaSL_monotypic|Chr08_2s16	RT	135	0.0641	0.0	0
RT_CopiaSL_monotypic|Chr08_2s43	RT	242	0.0642	0.0	0
RT_CopiaSL_monotypic|Chr08_2s69	RT	242	0.0454	0.0	0
RT_CopiaSL_monotypic|Chr08_2s97	RT	242	0.0626	0.0	0
RT_CopiaSL_monotypic|Chr10_1s50	RT	200	0.0697	0.0	0
RT_CopiaSL_monotypic|Chr11_2s25	RT	246	0.0405	0.0	0
RT_CopiaSL_monotypic|Chr11_2s38	RT	208	0.1335	0.1154	0
RT_CopiaSL_monotypic|Chr11_2s39	RT	141	0.1452	0.0	0
RT_CopiaSL_monotypic|Chr12_1s59	RT	246	0.0649	0.0	0
RT_CopiaSL_monotypic|Chr12_2s29	RT	224	0.0827	0.0	0
RT_GypsySL_01	RT	224	0.095	0.0	0
RT_GypsySL_02	RT	220	0.0882	0.0	0
RT_GypsySL_03	RT	222	0.0872	0.0	0
RT_GypsySL_04	RT	243	0.0818	0.0	0
RT_GypsySL_05	RT	222	0.118	0.0	0
RT_GypsySL_06	RT	225	0.0629	0.0	0
RT_GypsySL_07	RT	221	0.0918	0.0	0
RT_GypsySL_08	RT	222	0.0774	0.0	0
RT_GypsySL_09	RT	223	0.1538	0.0628	0
RT_GypsySL_11	RT	218	0.0903	0.0	0
RT_GypsySL_12	RT	223	0.0605	0.0	0
RT_GypsySL_monotypic|Chr02_1s41	RT	133	0.1094	0.0	0
RT_GypsySL_monotypic|Chr03_1s10	RT	212	0.088	0.0	0
RT_GypsySL_monotypic|Chr03_1s33	RT	119	0.1306	0.0	0
RT_GypsySL_monotypic|Chr04_2s29	RT	220	0.1258	0.0	0
RT_GypsySL_monotypic|Chr07_1s69	RT	123	0.1215	0.0	0
RT_GypsySL_monotypic|Chr08_2s54	RT	225	0.0744	0.0	0
AP_CopiaSL_01	AP	166	0.2834	0.0904	0
AP_CopiaSL_04	AP	138	0.3139	0.2319	0
AP_CopiaSL_07	AP	156	0.3251	0.2244	0
AP_CopiaSL_08	AP	85	0.2617	0.0	0
AP_CopiaSL_09	AP	172	0.1293	0.0	0
AP_CopiaSL_10	AP	85	0.4985	1.0	0
AP_CopiaSL_11	AP	155	0.3251	0.2774	0
AP_CopiaSL_12	AP	142	0.0892	0.0	0
AP_CopiaSL_13	AP	74	0.437	0.0	0
AP_CopiaSL_14	AP	129	0.1962	0.0	0
AP_CopiaSL_15	AP	131	0.3153	0.0	0
AP_CopiaSL_16	AP	129	0.2736	0.1783	0
AP_CopiaSL_17	AP	86	0.0965	0.0	0
AP_CopiaSL_18	AP	129	0.2521	0.0	0
AP_CopiaSL_19	AP	130	0.1652	0.0	0
AP_CopiaSL_20	AP	136	0.2553	0.0	0
AP_CopiaSL_21	AP	75	0.1646	0.0	0
AP_CopiaSL_22	AP	115	0.1017	0.0	0
AP_CopiaSL_23	AP	122	0.1135	0.0	0
AP_CopiaSL_25	AP	81	0.1637	0.0	0
AP_CopiaSL_38	AP	116	0.1106	0.0	0
AP_CopiaSL_26	AP	116	0.1672	0.1207	0
AP_CopiaSL_27	AP	118	0.0973	0.0	0
AP_CopiaSL_29	AP	120	0.0672	0.0	0
AP_CopiaSL_30	AP	160	0.069	0.0	0
AP_CopiaSL_31	AP	164	0.1008	0.0	0
AP_CopiaSL_32	AP	105	0.0985	0.0	0
AP_CopiaSL_33	AP	149	0.1948	0.0	0
AP_CopiaSL_34	AP	148	0.1881	0.0946	0
AP_CopiaSL_35	AP	168	0.0732	0.0	0
AP_CopiaSL_36	AP	115	0.0883	0.0	0
AP_CopiaSL_37	AP	116	0.1062	0.0	0
AP_CopiaSL_monotypic|Chr01_1s076	AP	92	0.2152	0.0	0
AP_CopiaSL_monotypic|Chr01_1s215	AP	110	0.2868	0.1545	0
AP_CopiaSL_monotypic|Chr01_1s357	AP	72	0.6824	1.0	0
AP_CopiaSL_monotypic|Chr01_1s365	AP	166	0.235	0.2048	0
AP_CopiaSL_monotypic|Chr02_1s25	AP	101	0.1763	0.0	0
AP_CopiaSL_monotypic|Chr02_2s24	AP	125	0.1403	0.0	0
AP_CopiaSL_monotypic|Chr03_2s19	AP	156	0.1957	0.1538	0
AP_CopiaSL_monotypic|Chr03_2s27	AP	150	0.2028	0.1667	0
AP_CopiaSL_monotypic|Chr03_2s28	AP	156	0.2768	0.2564	0
AP_CopiaSL_monotypic|Chr03_2s30	AP	144	0.1093	0.0	0
AP_CopiaSL_monotypic|Chr04_2s41	AP	92	0.2201	0.0	0
AP_CopiaSL_monotypic|Chr04_2s50	AP	69	0.8254	1.0	0
AP_CopiaSL_monotypic|Chr04_2s65	AP	90	0.3736	0.2	0
AP_CopiaSL_monotypic|Chr05_2s14	AP	114	0.1606	0.0	0
AP_CopiaSL_monotypic|Chr06_2s27	AP	73	0.5757	1.0	0
AP_CopiaSL_monotypic|Chr07_1s01	AP	55	0.7986	1.0	0
AP_CopiaSL_monotypic|Chr07_2s50	AP	91	0.1921	0.0	0
AP_CopiaSL_monotypic|Chr08_1s11	AP	101	0.3891	0.3663	0
AP_CopiaSL_monotypic|Chr08_2s16	AP	71	0.1355	0.0	0
AP_CopiaSL_monotypic|Chr08_2s63	AP	125	0.2549	0.104	0
AP_CopiaSL_monotypic|Chr08_2s69	AP	155	0.3065	0.3613	0
AP_CopiaSL_monotypic|Chr09_1s65	AP	131	0.2158	0.0	0
AP_CopiaSL_monotypic|Chr10_2s56	AP	160	0.2909	0.25	0
AP_CopiaSL_monotypic|Chr10_2s65	AP	159	0.2176	0.0	0
AP_CopiaSL_monotypic|Chr11_1s37	AP	165	0.3399	0.3152	0
AP_CopiaSL_monotypic|Chr11_2s25	AP	154	0.2796	0.0	0
AP_CopiaSL_monotypic|Chr11_2s29	AP	110	0.2619	0.0	0
AP_CopiaSL_monotypic|Chr11_2s38	AP	115	0.1709	0.0	0
AP_CopiaSL_monotypic|Chr11_2s39	AP	101	0.1368	0.0	0
AP_CopiaSL_monotypic|Chr12_1s32	AP	149	0.0887	0.0	0
AP_CopiaSL_monotypic|Chr12_1s59	AP	134	0.1532	0.0	0
AP_CopiaSL_monotypic|Chr12_2s29	AP	109	0.1731	0.0	0
AP_GypsySL_01	AP	86	0.1649	0.0	0
AP_GypsySL_02	AP	86	0.1649	0.0	0
AP_GypsySL_03	AP	86	0.1139	0.0	0
AP_GypsySL_04	AP	88	0.1137	0.0	0
AP_GypsySL_05	AP	87	0.1371	0.0	0
AP_GypsySL_06	AP	85	0.1266	0.0	0
AP_GypsySL_07	AP	66	0.1944	0.0	0
AP_GypsySL_08	AP	77	0.4379	0.1818	0
AP_GypsySL_09	AP	58	0.1464	0.0	0
AP_GypsySL_10	AP	84	0.1557	0.0	0
AP_GypsySL_11	AP	77	0.3689	0.1818	0
AP_GypsySL_12	AP	80	0.1524	0.0	0
AP_GypsySL_monotypic|Chr02_1s41	AP	70	0.3366	0.0	0
AP_GypsySL_monotypic|Chr03_1s10	AP	75	0.3439	0.0	0
AP_GypsySL_monotypic|Chr03_1s33	AP	81	0.4797	0.4938	0
AP_GypsySL_monotypic|Chr04_2s29	AP	44	0.474	1.0	0
AP_GypsySL_monotypic|Chr07_1s69	AP	58	0.5926	1.0	0
AP_GypsySL_monotypic|Chr08_2s54	AP	85	0.1438	0.0	0
AP_GypsySL_monotypic|Chr12_1s55	AP	82	0.2701	0.0	0
GAG_CopiaSL_04	GAG	135	0.1279	0.0	0
GAG_CopiaSL_06	GAG	164	0.0979	0.0	0
GAG_CopiaSL_09	GAG	277	0.0918	0.0	0
GAG_CopiaSL_10	GAG	270	0.144	0.0704	0
GAG_CopiaSL_12	GAG	260	0.1892	0.1731	0
GAG_CopiaSL_13	GAG	296	0.2688	0.3277	0
GAG_CopiaSL_21	GAG	213	0.1333	0.0845	0
GAG_CopiaSL_22	GAG	217	0.1349	0.0691	0
GAG_CopiaSL_38	GAG	124	0.0724	0.0	0
GAG_CopiaSL_27	GAG	131	0.1537	0.0	0
GAG_CopiaSL_28	GAG	214	0.2856	0.2944	0
GAG_CopiaSL_29	GAG	122	0.6949	1.0	0
GAG_CopiaSL_30	GAG	238	0.3362	0.2395	0
GAG_CopiaSL_32	GAG	219	0.3419	0.3242	0
GAG_CopiaSL_34	GAG	202	0.2438	0.2178	0
GAG_CopiaSL_36	GAG	248	0.2103	0.2581	0
GAG_CopiaSL_monotypic|Chr01_1s215	GAG	120	0.1951	0.0	0
GAG_CopiaSL_monotypic|Chr01_1s365	GAG	113	0.1509	0.0	0
GAG_CopiaSL_monotypic|Chr01_3s35	GAG	306	0.3133	0.3039	0
GAG_CopiaSL_monotypic|Chr02_1s25	GAG	116	0.1706	0.0	0
GAG_CopiaSL_monotypic|Chr02_2s24	GAG	187	0.3211	0.3476	0
GAG_CopiaSL_monotypic|Chr03_2s19	GAG	36	0.393	1.0	0
GAG_CopiaSL_monotypic|Chr03_2s27	GAG	210	0.1244	0.0	0
GAG_CopiaSL_monotypic|Chr04_2s44	GAG	197	0.1032	0.0812	0
GAG_CopiaSL_monotypic|Chr04_2s50	GAG	26	0.7903	1.0	0
GAG_CopiaSL_monotypic|Chr05_2s14	GAG	290	0.2727	0.2655	0
GAG_CopiaSL_monotypic|Chr07_1s01	GAG	185	0.1101	0.0	0
GAG_CopiaSL_monotypic|Chr07_2s50	GAG	141	0.1626	0.0	0
GAG_CopiaSL_monotypic|Chr08_1s11	GAG	181	0.0996	0.0	0
GAG_CopiaSL_monotypic|Chr08_2s16	GAG	25	0.7485	1.0	0
GAG_CopiaSL_monotypic|Chr08_2s43	GAG	194	0.2455	0.1134	0
GAG_CopiaSL_monotypic|Chr08_2s63	GAG	31	0.8366	1.0	0
GAG_CopiaSL_monotypic|Chr08_2s69	GAG	237	0.1617	0.0844	0
GAG_CopiaSL_monotypic|Chr10_2s65	GAG	291	0.1238	0.0	0
GAG_CopiaSL_monotypic|Chr11_2s25	GAG	284	0.1261	0.0	0
GAG_CopiaSL_monotypic|Chr11_2s29	GAG	183	0.1234	0.0	0
GAG_CopiaSL_monotypic|Chr11_2s38	GAG	83	0.1637	0.0	0
GAG_CopiaSL_monotypic|Chr11_2s39	GAG	116	0.1877	0.0	0
GAG_CopiaSL_monotypic|Chr12_1s59	GAG	260	0.149	0.1692	0
GAG_CopiaSL_monotypic|Chr12_2s11	GAG	173	0.1428	0.0867	0
GAG_CopiaSL_monotypic|Chr12_2s29	GAG	61	0.2156	0.0	0
GAG_GypsySL_01	GAG	106	0.1619	0.0	0
GAG_GypsySL_02	GAG	106	0.1619	0.0	0
GAG_GypsySL_03	GAG	244	0.3447	0.2746	0
GAG_GypsySL_04	GAG	298	0.3191	0.3087	0
GAG_GypsySL_05	GAG	121	0.1366	0.124	0
GAG_GypsySL_06	GAG	273	0.3181	0.3077	0
GAG_GypsySL_09	GAG	155	0.178	0.1613	0
GAG_GypsySL_12	GAG	326	0.3609	0.3006	0
GAG_GypsySL_monotypic|Chr02_1s41	GAG	283	0.3239	0.2792	0
GAG_GypsySL_monotypic|Chr03_1s10	GAG	233	0.2715	0.3004	0
GAG_GypsySL_monotypic|Chr03_1s33	GAG	243	0.2299	0.1893	0
GAG_GypsySL_monotypic|Chr04_2s29	GAG	226	0.1475	0.0885	0
GAG_GypsySL_monotypic|Chr07_1s69	GAG	228	0.1265	0.0614	0
INT_CopiaSL_01	INT	257	0.1232	0.0	0
INT_CopiaSL_03	INT	260	0.2024	0.0	0
INT_CopiaSL_04	INT	257	0.2082	0.1089	0
INT_CopiaSL_05	INT	255	0.2452	0.0784	0
INT_CopiaSL_06	INT	124	0.4613	0.25	0
INT_CopiaSL_39	INT	251	0.0919	0.0	0
INT_CopiaSL_07	INT	256	0.1634	0.0	0
INT_CopiaSL_08	INT	257	0.233	0.0661	0
INT_CopiaSL_09	INT	256	0.188	0.0	0
INT_CopiaSL_10	INT	256	0.2405	0.0625	0
INT_CopiaSL_11	INT	258	0.2748	0.0775	0
INT_CopiaSL_12	INT	258	0.1549	0.0	0
INT_CopiaSL_13	INT	258	0.2728	0.1899	0
INT_CopiaSL_14	INT	259	0.1664	0.0695	0
INT_CopiaSL_15	INT	259	0.1521	0.0	0
INT_CopiaSL_16	INT	260	0.1457	0.0	0
INT_CopiaSL_17	INT	266	0.1904	0.0639	0
INT_CopiaSL_18	INT	167	0.3816	0.4311	0
INT_CopiaSL_19	INT	265	0.2072	0.0717	0
INT_CopiaSL_20	INT	267	0.165	0.0	0
INT_CopiaSL_21	INT	148	0.2058	0.0	0
INT_CopiaSL_22	INT	261	0.2226	0.1264	0
INT_CopiaSL_23	INT	210	0.1352	0.0	0
INT_CopiaSL_24	INT	163	0.2001	0.1288	0
INT_CopiaSL_25	INT	239	0.106	0.0	0
INT_CopiaSL_38	INT	226	0.1897	0.0	0
INT_CopiaSL_26	INT	123	0.1741	0.0	0
INT_CopiaSL_28	INT	249	0.1406	0.0	0
INT_CopiaSL_29	INT	253	0.1256	0.0	0
INT_CopiaSL_30	INT	261	0.1276	0.0	0
INT_CopiaSL_31	INT	261	0.151	0.0	0
INT_CopiaSL_32	INT	261	0.185	0.0	0
INT_CopiaSL_33	INT	260	0.1327	0.0	0
INT_CopiaSL_34	INT	260	0.1312	0.0	0
INT_CopiaSL_35	INT	257	0.1237	0.0	0
INT_CopiaSL_36	INT	150	0.1256	0.0	0
INT_CopiaSL_37	INT	258	0.0984	0.0	0
INT_CopiaSL_monotypic|Chr01_1s076	INT	258	0.4543	0.4651	0
INT_CopiaSL_monotypic|Chr01_1s215	INT	254	0.1215	0.0	0
INT_CopiaSL_monotypic|Chr01_1s357	INT	181	0.2342	0.0	0
INT_CopiaSL_monotypic|Chr01_1s365	INT	174	0.2724	0.0747	0
INT_CopiaSL_monotypic|Chr01_3s35	INT	258	0.14	0.0	0
INT_CopiaSL_monotypic|Chr02_1s25	INT	211	0.2338	0.1374	0
INT_CopiaSL_monotypic|Chr02_2s24	INT	258	0.1959	0.0	0
INT_CopiaSL_monotypic|Chr03_2s19	INT	151	0.1529	0.0	0
INT_CopiaSL_monotypic|Chr03_2s27	INT	166	0.1435	0.0	0
INT_CopiaSL_monotypic|Chr03_2s28	INT	257	0.3059	0.2412	0
INT_CopiaSL_monotypic|Chr03_2s30	INT	257	0.102	0.0	0
INT_CopiaSL_monotypic|Chr04_2s28	INT	243	0.3758	0.1934	0
INT_CopiaSL_monotypic|Chr04_2s41	INT	258	0.2072	0.0853	0
INT_CopiaSL_monotypic|Chr04_2s44	INT	114	0.1953	0.0	0
INT_CopiaSL_monotypic|Chr04_2s50	INT	128	0.3539	0.2109	0
INT_CopiaSL_monotypic|Chr04_2s65	INT	258	0.2352	0.0	0
INT_CopiaSL_monotypic|Chr05_2s14	INT	259	0.2425	0.0888	0
INT_CopiaSL_monotypic|Chr05_2s15	INT	142	0.2013	0.0	0
INT_CopiaSL_monotypic|Chr06_2s27	INT	258	0.2372	0.0775	0
INT_CopiaSL_monotypic|Chr07_1s01	INT	222	0.2013	0.0676	0
INT_CopiaSL_monotypic|Chr07_2s50	INT	229	0.184	0.0961	0
INT_CopiaSL_monotypic|Chr08_1s11	INT	112	0.2918	0.0	0
INT_CopiaSL_monotypic|Chr08_2s16	INT	121	0.2493	0.0	0
INT_CopiaSL_monotypic|Chr08_2s63	INT	201	0.1987	0.0	0
INT_CopiaSL_monotypic|Chr08_2s69	INT	202	0.1229	0.0	0
INT_CopiaSL_monotypic|Chr08_2s97	INT	129	0.1539	0.0	0
INT_CopiaSL_monotypic|Chr09_1s65	INT	234	0.3242	0.1966	0
INT_CopiaSL_monotypic|Chr10_2s56	INT	257	0.1673	0.0	0
INT_CopiaSL_monotypic|Chr10_2s65	INT	249	0.2893	0.253	0
INT_CopiaSL_monotypic|Chr11_1s37	INT	257	0.1455	0.0	0
INT_CopiaSL_monotypic|Chr11_2s25	INT	256	0.2239	0.1094	0
INT_CopiaSL_monotypic|Chr11_2s29	INT	257	0.2818	0.1946	0
INT_CopiaSL_monotypic|Chr11_2s38	INT	253	0.3171	0.2253	0
INT_CopiaSL_monotypic|Chr11_2s39	INT	160	0.5076	0.6125	0
INT_CopiaSL_monotypic|Chr12_1s32	INT	142	0.2287	0.2394	0
INT_CopiaSL_monotypic|Chr12_1s59	INT	218	0.1686	0.0	0
INT_CopiaSL_monotypic|Chr12_2s11	INT	254	0.1371	0.0	0
INT_CopiaSL_monotypic|Chr12_2s29	INT	139	0.1842	0.0	0
INT_GypsySL_01	INT	339	0.0636	0.0	0
INT_GypsySL_02	INT	343	0.0862	0.0	0
INT_GypsySL_03	INT	340	0.0748	0.0	0
INT_GypsySL_04	INT	332	0.0971	0.0	0
INT_GypsySL_05	INT	343	0.0644	0.0	0
INT_GypsySL_06	INT	350	0.0854	0.0	0
INT_GypsySL_07	INT	340	0.1185	0.0	0
INT_GypsySL_08	INT	290	0.131	0.0655	0
INT_GypsySL_09	INT	244	0.0937	0.0	0
INT_GypsySL_10	INT	347	0.0972	0.0	0
INT_GypsySL_11	INT	343	0.1559	0.0554	0
INT_GypsySL_12	INT	155	0.0955	0.0	0
INT_GypsySL_monotypic|Chr02_1s41	INT	339	0.1069	0.0	0
INT_GypsySL_monotypic|Chr03_1s33	INT	338	0.1387	0.0	0
INT_GypsySL_monotypic|Chr04_2s29	INT	343	0.1135	0.0	0
INT_GypsySL_monotypic|Chr08_2s54	INT	338	0.1068	0.0	0
INT_GypsySL_monotypic|Chr12_1s55	INT	336	0.0964	0.0	0
RNaseH_CopiaSL_01	RNaseH	151	0.1741	0.0	0
RNaseH_CopiaSL_03	RNaseH	193	0.1075	0.0	0
RNaseH_CopiaSL_04	RNaseH	152	0.1909	0.0	0
RNaseH_CopiaSL_05	RNaseH	149	0.2501	0.1275	0
RNaseH_CopiaSL_06	RNaseH	193	0.0964	0.0	0
RNaseH_CopiaSL_39	RNaseH	193	0.1124	0.0	0
RNaseH_CopiaSL_07	RNaseH	179	0.096	0.0	0
RNaseH_CopiaSL_08	RNaseH	186	0.1279	0.0	0
RNaseH_CopiaSL_09	RNaseH	193	0.1429	0.0	0
RNaseH_CopiaSL_10	RNaseH	176	0.1138	0.0	0
RNaseH_CopiaSL_12	RNaseH	192	0.1859	0.0	0
RNaseH_CopiaSL_13	RNaseH	190	0.0743	0.0	0
RNaseH_CopiaSL_14	RNaseH	192	0.1077	0.0	0
RNaseH_CopiaSL_15	RNaseH	125	0.1353	0.0	0
RNaseH_CopiaSL_16	RNaseH	190	0.11	0.0	0
RNaseH_CopiaSL_17	RNaseH	151	0.1372	0.0	0
RNaseH_CopiaSL_18	RNaseH	151	0.2533	0.1192	0
RNaseH_CopiaSL_19	RNaseH	151	0.2518	0.0	0
RNaseH_CopiaSL_20	RNaseH	142	0.1482	0.0	0
RNaseH_CopiaSL_21	RNaseH	151	0.2186	0.1325	0
RNaseH_CopiaSL_22	RNaseH	172	0.174	0.0	0
RNaseH_CopiaSL_23	RNaseH	152	0.1478	0.1118	0
RNaseH_CopiaSL_24	RNaseH	56	0.4239	0.0	0
RNaseH_CopiaSL_25	RNaseH	200	0.1653	0.0	0
RNaseH_CopiaSL_38	RNaseH	198	0.1178	0.0	0
RNaseH_CopiaSL_26	RNaseH	152	0.1744	0.1053	0
RNaseH_CopiaSL_27	RNaseH	91	0.4195	0.1538	0
RNaseH_CopiaSL_28	RNaseH	138	0.2911	0.1667	0
RNaseH_CopiaSL_29	RNaseH	154	0.181	0.0	0
RNaseH_CopiaSL_31	RNaseH	151	0.1904	0.1192	0
RNaseH_CopiaSL_33	RNaseH	151	0.2679	0.2848	0
RNaseH_CopiaSL_36	RNaseH	148	0.1133	0.0	0
RNaseH_CopiaSL_37	RNaseH	148	0.1887	0.0946	0
RNaseH_CopiaSL_monotypic|Chr01_1s076	RNaseH	153	0.1298	0.0	0
RNaseH_CopiaSL_monotypic|Chr01_1s215	RNaseH	102	0.2785	0.1667	0
RNaseH_CopiaSL_monotypic|Chr01_1s357	RNaseH	151	0.2242	0.1192	0
RNaseH_CopiaSL_monotypic|Chr01_1s365	RNaseH	152	0.1787	0.0	0
RNaseH_CopiaSL_monotypic|Chr01_3s35	RNaseH	153	0.228	0.085	0
RNaseH_CopiaSL_monotypic|Chr02_1s25	RNaseH	94	0.2828	0.1596	0
RNaseH_CopiaSL_monotypic|Chr02_2s24	RNaseH	101	0.1917	0.0	0
RNaseH_CopiaSL_monotypic|Chr03_2s27	RNaseH	155	0.1157	0.0	0
RNaseH_CopiaSL_monotypic|Chr03_2s28	RNaseH	190	0.1323	0.0	0
RNaseH_CopiaSL_monotypic|Chr03_2s30	RNaseH	93	0.4295	0.3763	0
RNaseH_CopiaSL_monotypic|Chr04_2s28	RNaseH	153	0.2977	0.3007	0
RNaseH_CopiaSL_monotypic|Chr04_2s41	RNaseH	192	0.1046	0.0	0
RNaseH_CopiaSL_monotypic|Chr04_2s44	RNaseH	135	0.1969	0.0	0
RNaseH_CopiaSL_monotypic|Chr04_2s50	RNaseH	71	0.1615	0.0	0
RNaseH_CopiaSL_monotypic|Chr05_2s14	RNaseH	141	0.1955	0.0	0
RNaseH_CopiaSL_monotypic|Chr05_2s15	RNaseH	66	0.5573	1.0	0
RNaseH_CopiaSL_monotypic|Chr07_1s01	RNaseH	152	0.1978	0.1184	0
RNaseH_CopiaSL_monotypic|Chr07_2s50	RNaseH	150	0.2349	0.2133	0
RNaseH_CopiaSL_monotypic|Chr08_1s11	RNaseH	150	0.3282	0.3067	0
RNaseH_CopiaSL_monotypic|Chr08_2s16	RNaseH	71	0.1399	0.0	0
RNaseH_CopiaSL_monotypic|Chr08_2s63	RNaseH	172	0.1658	0.0	0
RNaseH_CopiaSL_monotypic|Chr08_2s69	RNaseH	181	0.2418	0.0	0
RNaseH_CopiaSL_monotypic|Chr08_2s97	RNaseH	197	0.061	0.0	0
RNaseH_CopiaSL_monotypic|Chr09_1s65	RNaseH	191	0.1314	0.0	0
RNaseH_CopiaSL_monotypic|Chr10_1s50	RNaseH	199	0.0617	0.0	0
RNaseH_CopiaSL_monotypic|Chr10_2s56	RNaseH	152	0.1362	0.0	0
RNaseH_CopiaSL_monotypic|Chr10_2s65	RNaseH	190	0.1156	0.0	0
RNaseH_CopiaSL_monotypic|Chr11_1s37	RNaseH	178	0.1658	0.0	0
RNaseH_CopiaSL_monotypic|Chr11_2s25	RNaseH	106	0.0954	0.0	0
